Restaurant Name,Link,Venue ID,City,State
Chalong,https://resy.com/cities/new-york-ny/venues/chalong,67545,New York,NY
Chama Mama Brooklyn Heights,https://resy.com/cities/new-york-ny/venues/chama-mama-brooklyn-heights,73069,New York,NY
Chama Mama Chelsea,https://resy.com/cities/new-york-ny/venues/chama-mama-chelsea,44082,New York,NY
Chama Mama UWS,https://resy.com/cities/new-york-ny/venues/chama-mama-uws,51532,New York,NY
Champagne Problems,https://resy.com/cities/new-york-ny/venues/champagne-problems,83085,New York,NY
Champers Social Club,https://resy.com/cities/new-york-ny/venues/champers-social-club,60445,New York,NY
Chanson New York,https://resy.com/cities/new-york-ny/venues/chanson-new-york,69579,New York,NY
Charlie Bird,https://resy.com/cities/new-york-ny/venues/charlie-bird,5,New York,NY
Charlies Bar & Kitchen,https://resy.com/cities/new-york-ny/venues/charlies-bar-and-kitchen,73703,New York,NY
Charoen Krung Thai Restaurant,https://resy.com/cities/new-york-ny/venues/charoen-krung-thai-restaurant,82048,New York,NY
Chef's Table at Brooklyn Fare,https://resy.com/cities/new-york-ny/venues/chefs-table-at-brooklyn-fare,78907,New York,NY
Chefs Stopping AAPI Hate Dinner Series,https://resy.com/cities/new-york-ny/venues/chefs-stopping-aapi-hate-dinner-series,51021,New York,NY
CheLi - Flushing,https://resy.com/cities/new-york-ny/venues/cheli-flushing,74241,New York,NY
CheLi - Manhattan,https://resy.com/cities/new-york-ny/venues/cheli-manhattan,65676,New York,NY
Chelsea Living Room,https://resy.com/cities/new-york-ny/venues/chelsea-living-room,79584,New York,NY
Chelsea Ristorante,https://resy.com/cities/new-york-ny/venues/chelsea-ristorante,72958,New York,NY
Chez Francis,https://resy.com/cities/new-york-ny/venues/chez-francis,53957,New York,NY
Chez Ma Tante,https://resy.com/cities/new-york-ny/venues/chez-ma-tante,1220,New York,NY
Chez Messy,https://resy.com/cities/new-york-ny/venues/chez-messy,83660,New York,NY
Chez Moi,https://resy.com/cities/new-york-ny/venues/chez-moi,51978,New York,NY
Chez Nick,https://resy.com/cities/new-york-ny/venues/chez-nick,10205,New York,NY
Chez Zou,https://resy.com/cities/new-york-ny/venues/chez-zou,59618,New York,NY
Chiangmai Diner & Bar,https://resy.com/cities/new-york-ny/venues/chiangmai-diner-and-bar,72260,New York,NY
Chica and the Don,https://resy.com/cities/new-york-ny/venues/chica-and-the-don,8643,New York,NY
CHILI,https://resy.com/cities/new-york-ny/venues/chili,64822,New York,NY
Chinato,https://resy.com/cities/new-york-ny/venues/chinato,74932,New York,NY
Chinese Tuxedo,https://resy.com/cities/new-york-ny/venues/chinese-tuxedo,818,New York,NY
Chino Grande,https://resy.com/cities/new-york-ny/venues/chino-grande,60650,New York,NY
Chito Gvrito,https://resy.com/cities/new-york-ny/venues/chito-gvrito,50320,New York,NY
Chocolat Restaurant & Bar,https://resy.com/cities/new-york-ny/venues/chocolat-restaurant-and-bar,38783,New York,NY
Chola Restaurant,https://resy.com/cities/new-york-ny/venues/chola-restaurant,54355,New York,NY
Churrascaria Plataforma,https://resy.com/cities/new-york-ny/venues/churrascaria-plataforma,81636,New York,NY
Ci Siamo,https://resy.com/cities/new-york-ny/venues/ci-siamo,54724,New York,NY
CICCIO Bar & Alimentari,https://resy.com/cities/new-york-ny/venues/ciccio_bar_and_alimentari,10254,New York,NY
Cipriani Dolci,https://resy.com/cities/new-york-ny/venues/cipriani-dolci,35673,New York,NY
Cipriani Downtown,https://resy.com/cities/new-york-ny/venues/cipriani-downtown,35674,New York,NY
Citizens of Chelsea,https://resy.com/cities/new-york-ny/venues/citizens-of-chelsea,75524,New York,NY
Citizens of Soho,https://resy.com/cities/new-york-ny/venues/citizens-of-soho,60841,New York,NY
Citroën,https://resy.com/cities/new-york-ny/venues/citroen,7232,New York,NY
City Vineyard & Wine Garden at Pier 26,https://resy.com/cities/new-york-ny/venues/city-vineyard,9840,New York,NY
City Winery at Rockefeller Center,https://resy.com/cities/new-york-ny/venues/city-winery,8744,New York,NY
City Winery New York City in Hudson River Park,https://resy.com/cities/new-york-ny/venues/city-winery-new-york-in-hudson-river-park,37243,New York,NY
Claro,https://resy.com/cities/new-york-ny/venues/claro,1621,New York,NY
CLASS on 38th,https://resy.com/cities/new-york-ny/venues/class-on-38th,78258,New York,NY
Claud,https://resy.com/cities/new-york-ny/venues/claud,62659,New York,NY
Claudette,https://resy.com/cities/new-york-ny/venues/claudette,47,New York,NY
Claw Daddy's- Brooklyn,https://resy.com/cities/new-york-ny/venues/claw-daddys-brooklyn,64711,New York,NY
Claw Daddy’s- LES,https://resy.com/cities/new-york-ny/venues/claw-daddys-les,64710,New York,NY
Clay,https://resy.com/cities/new-york-ny/venues/clay,1085,New York,NY
Clemente Bar,https://resy.com/cities/new-york-ny/venues/clemente-bar,84216,New York,NY
Clinton Hall 36,https://resy.com/cities/new-york-ny/venues/clinton-hall-36,80366,New York,NY
Clinton Hall 51,https://resy.com/cities/new-york-ny/venues/clinton-hall-51,80374,New York,NY
Clinton Hall Fidi,https://resy.com/cities/new-york-ny/venues/clinton-hall-fidi,80368,New York,NY
Clinton St. Baking Co,https://resy.com/cities/new-york-ny/venues/clinton-st-baking-co,2078,New York,NY
cloudM rooftop bar at citizenM Bowery,https://resy.com/cities/new-york-ny/venues/cloudm,3233,New York,NY
cloudM rooftop bar at citizenM Times Square,https://resy.com/cities/new-york-ny/venues/cloudm-times-square,65722,New York,NY
Cloves Indian Cuisine,https://resy.com/cities/new-york-ny/venues/cloves-indian-cuisine,80764,New York,NY
Club Room at Soho Grand Hotel,https://resy.com/cities/new-york-ny/venues/club-room-at-soho-grand-hotel,10482,New York,NY
Coby Club,https://resy.com/cities/new-york-ny/venues/coby-club,50900,New York,NY
Coletta,https://resy.com/cities/new-york-ny/venues/coletta,58982,New York,NY
Colonia Verde,https://resy.com/cities/new-york-ny/venues/colonia-verde,4626,New York,NY
Colonie,https://resy.com/cities/new-york-ny/venues/colonie,1999,New York,NY
Common Ground NYC,https://resy.com/cities/new-york-ny/venues/common-ground-nyc,59229,New York,NY
Comodo,https://resy.com/cities/new-york-ny/venues/comodo,54639,New York,NY
Concrete Sicilian Eatery,https://resy.com/cities/new-york-ny/venues/concrete-sicilian-eatery,82219,New York,NY
Congee Village,https://resy.com/cities/new-york-ny/venues/congee-village,82339,New York,NY
Conmigo First Ave,https://resy.com/cities/new-york-ny/venues/conmigo-first-ave,77654,New York,NY
Conmigo Madison Ave,https://resy.com/cities/new-york-ny/venues/conmigo-madison-ave,77655,New York,NY
Contento,https://resy.com/cities/new-york-ny/venues/contento,52630,New York,NY
Continent Brooklyn,https://resy.com/cities/new-york-ny/venues/continent-brooklyn,81474,New York,NY
Convivium Osteria,https://resy.com/cities/new-york-ny/venues/convivium-osteria,8032,New York,NY
Cook with the Pros Virtual Series,https://resy.com/cities/new-york-ny/venues/cook-with-the-pros-virtual-series,28661,New York,NY
Cookshop,https://resy.com/cities/new-york-ny/venues/cookshop,5230,New York,NY
Cooper's Craft & Cocktail: East Village,https://resy.com/cities/new-york-ny/venues/coopers-craft-and-kitchen-east-village,49945,New York,NY
Coppola's East,https://resy.com/cities/new-york-ny/venues/coppolas-east,82485,New York,NY
COQODAQ,https://resy.com/cities/new-york-ny/venues/coqodaq,76033,New York,NY
Cora,https://resy.com/cities/new-york-ny/venues/Cora-NYC,10578,New York,NY
Corima,https://resy.com/cities/new-york-ny/venues/corima,74270,New York,NY
Cork and Slice,https://resy.com/cities/new-york-ny/venues/cork-and-slice-ny,70670,New York,NY
Corkbuzz Chelsea,https://resy.com/cities/new-york-ny/venues/corkbuzz-chelsea,80054,New York,NY
Corkbuzz Wine Studio,https://resy.com/cities/new-york-ny/venues/corkbuzz-wine-studio,994,New York,NY
Corner Bar,https://resy.com/cities/new-york-ny/venues/corner-bar,59068,New York,NY
Cosme,https://resy.com/cities/new-york-ny/venues/cosme,35675,New York,NY
Coszcal de Allende,https://resy.com/cities/new-york-ny/venues/coszcal-de-allende,79976,New York,NY
COTE Korean Steakhouse,https://resy.com/cities/new-york-ny/venues/cote-nyc,72271,New York,NY
Cotra,https://resy.com/cities/new-york-ny/venues/cotra,73087,New York,NY
Covacha,https://resy.com/cities/new-york-ny/venues/covacha,55683,New York,NY
Cozy Royale,https://resy.com/cities/new-york-ny/venues/cozy-royale,32431,New York,NY
Craft New York,https://resy.com/cities/new-york-ny/venues/craft-new-york,65521,New York,NY
Crispy Heaven,https://resy.com/cities/new-york-ny/venues/crispy-heaven,77661,New York,NY
Croton Reservoir Tavern,https://resy.com/cities/new-york-ny/venues/croton-reservoir-tavern,5861,New York,NY
Crown Shy,https://resy.com/cities/new-york-ny/venues/crown-shy,10726,New York,NY
Cuba Restaurant & Rum Bar,https://resy.com/cities/new-york-ny/venues/cuba-restaurant-and-rum-bar,74295,New York,NY
Cucina 8 1/2,https://resy.com/cities/new-york-ny/venues/cucina-8-1-2,71387,New York,NY
Cucina Alba,https://resy.com/cities/new-york-ny/venues/cucina-alba,64842,New York,NY
Cull & Pistol,https://resy.com/cities/new-york-ny/venues/cull-and-pistol,52635,New York,NY
CUT - New York,https://resy.com/cities/new-york-ny/venues/cut-new-york,83044,New York,NY
CZEN Restaurant Brooklyn,https://resy.com/cities/new-york-ny/venues/czen-restaurant-brooklyn,83304,New York,NY
D� Antigua,https://resy.com/cities/new-york-ny/venues/dantigua,60609,New York,NY
Da Adriano,https://resy.com/cities/new-york-ny/venues/da-adriano,77603,New York,NY
Da Capo,https://resy.com/cities/new-york-ny/venues/da-capo,82952,New York,NY
Da Claudio,https://resy.com/cities/new-york-ny/venues/da-claudio-ny,83704,New York,NY
da Toscano,https://resy.com/cities/new-york-ny/venues/da-toscano,8568,New York,NY
Daddies,https://resy.com/cities/new-york-ny/venues/restaurant-at-the-crown-provincetown,64839,New York,NY
DAE,https://resy.com/cities/new-york-ny/venues/dae,82929,New York,NY
Dagon,https://resy.com/cities/new-york-ny/venues/dagon,60368,New York,NY
Daikanyama,https://resy.com/cities/new-york-ny/venues/daikanyama,53349,New York,NY
Daintree,https://resy.com/cities/new-york-ny/venues/daintree,59032,New York,NY
Dalongyi Hot Pot LIC,https://resy.com/cities/new-york-ny/venues/dalongyi-hot-pot-lic,73198,New York,NY
Dalton's Bar & Grill,https://resy.com/cities/new-york-ny/venues/daltons-bar-and-grill,67242,New York,NY
Dame,https://resy.com/cities/new-york-ny/venues/dame-new-york,34341,New York,NY
Dante,https://resy.com/cities/new-york-ny/venues/dante,1290,New York,NY
Dante West Village,https://resy.com/cities/new-york-ny/venues/dante-west-village,9675,New York,NY
Daphne's,https://resy.com/cities/new-york-ny/venues/daphnes-ny,81489,New York,NY
Dar 525 Malcolm X Blvd,https://resy.com/cities/new-york-ny/venues/dar-525-malcolm-x-blvd,84954,New York,NY
Dar525 Greenpoint,https://resy.com/cities/new-york-ny/venues/dar525-greenpoint,84953,New York,NY
Darling,https://resy.com/cities/new-york-ny/venues/darling,54043,New York,NY
Dashi Okume Brooklyn,https://resy.com/cities/new-york-ny/venues/dashi-okume-brooklyn,77666,New York,NY
DDOBAR,https://resy.com/cities/new-york-ny/venues/ddobar,68098,New York,NY
Dear Irving Gramercy,https://resy.com/cities/new-york-ny/venues/dear-irving-gramercy,5273,New York,NY
Dear Irving on Broadway,https://resy.com/cities/new-york-ny/venues/dear-irving-on-broadway,84687,New York,NY
Dear Irving on Hudson,https://resy.com/cities/new-york-ny/venues/dear-irving-on-hudson,4570,New York,NY
Debajo,https://resy.com/cities/new-york-ny/venues/debajo,1540,New York,NY
Decades Pizza,https://resy.com/cities/new-york-ny/venues/decades-pizza,69262,New York,NY
Della Valle,https://resy.com/cities/new-york-ny/venues/della-valle,84607,New York,NY
Della's,https://resy.com/cities/new-york-ny/venues/dellas,60351,New York,NY
Delmonico's,https://resy.com/cities/new-york-ny/venues/delmonicos,71393,New York,NY
Deniz Turkish Mediterranean,https://resy.com/cities/new-york-ny/venues/deniz-turkish-mediterranean,73482,New York,NY
Despaña,https://resy.com/cities/new-york-ny/venues/despana,34823,New York,NY
Deux Chats,https://resy.com/cities/new-york-ny/venues/deux-chats,62570,New York,NY
Dhaba Indian Cuisine,https://resy.com/cities/new-york-ny/venues/dhaba-indian-cuisine,75203,New York,NY
Dhamaka,https://resy.com/cities/new-york-ny/venues/dhamaka,48994,New York,NY
Dick & Jane's Bar Room,https://resy.com/cities/new-york-ny/venues/dick-and-janes-bar-room,60095,New York,NY
Dickson's Farmstand Meats,https://resy.com/cities/new-york-ny/venues/dicksons-farmstand-meats,51237,New York,NY
Dilly Dally,https://resy.com/cities/new-york-ny/venues/dilly-dally,84427,New York,NY
Dim Sum Palace - 123 Williams Street,https://resy.com/cities/new-york-ny/venues/dim-sum-palace-123-williams-street,73769,New York,NY
Dimes,https://resy.com/cities/new-york-ny/venues/dimes,4043,New York,NY
Diner,https://resy.com/cities/new-york-ny/venues/diner,2038,New York,NY
Dinerbar,https://resy.com/cities/new-york-ny/venues/dinerbar,50952,New York,NY
Ding A Ling,https://resy.com/cities/new-york-ny/venues/ding-a-ling,58891,New York,NY
Dino,https://resy.com/cities/new-york-ny/venues/dino,2011,New York,NY
Dinosaur Bar-B-Que - Brooklyn,https://resy.com/cities/new-york-ny/venues/dinosaur-bar-b-que-brooklyn,3889,New York,NY
Dinosaur Bar-B-Que - Harlem,https://resy.com/cities/new-york-ny/venues/dinosaur-bar-b-que-harlem-fly,3746,New York,NY
Dirt Candy,https://resy.com/cities/new-york-ny/venues/dirt-candy,29371,New York,NY
Dirty French New York,https://resy.com/cities/new-york-ny/venues/dirty-french,35679,New York,NY
District,https://resy.com/cities/new-york-ny/venues/district,27757,New York,NY
Divya's Kitchen,https://resy.com/cities/new-york-ny/venues/divyas-kitchen,73726,New York,NY
Do Not Disturb,https://resy.com/cities/new-york-ny/venues/do-not-disturb,62913,New York,NY
Doc Watson's,https://resy.com/cities/new-york-ny/venues/doc-watsons,59097,New York,NY
Dock Asian Eatery,https://resy.com/cities/new-york-ny/venues/dock-asian-eatery,75172,New York,NY
Domo Omakase,https://resy.com/cities/new-york-ny/venues/domo-sushi,83799,New York,NY
DOMODOMO New York,https://resy.com/cities/new-york-ny/venues/domodomo-new-york,43111,New York,NY
Don Angie,https://resy.com/cities/new-york-ny/venues/don-angie,1505,New York,NY
Don Ceviche,https://resy.com/cities/new-york-ny/venues/don-ceviche,78070,New York,NY
Don Don,https://resy.com/cities/new-york-ny/venues/don-don,74577,New York,NY
Donna,https://resy.com/cities/new-york-ny/venues/donna-ny,69633,New York,NY
Double Zero,https://resy.com/cities/new-york-ny/venues/double-zero,8037,New York,NY
Douska,https://resy.com/cities/new-york-ny/venues/douska,84288,New York,NY
Dr Clark,https://resy.com/cities/new-york-ny/venues/dr-clark,32520,New York,NY
Drift In,https://resy.com/cities/new-york-ny/venues/drift-in,69696,New York,NY
Due West,https://resy.com/cities/new-york-ny/venues/due-west,1990,New York,NY
Duet Bakery & Restaurant,https://resy.com/cities/new-york-ny/venues/duet-bakery-and-restaurant,4997,New York,NY
Duomo51 Italian Restaurant & Rooftop,https://resy.com/cities/new-york-ny/venues/duomo51-italian-restaurant-and-rooftop,71615,New York,NY
Dutch Fred's,https://resy.com/cities/new-york-ny/venues/dutch-freds,54972,New York,NY
Early Terrible New York City,https://resy.com/cities/new-york-ny/venues/early-terrible-new-york-city,84751,New York,NY
East Harlem Bottling Co.,https://resy.com/cities/new-york-ny/venues/east-harlem-bottling-co,83103,New York,NY
Eastchester Fish Gourmet,https://resy.com/cities/new-york-ny/venues/eastchester-fish-gourmet,6384,New York,NY
Eavesdrop,https://resy.com/cities/new-york-ny/venues/eavesdrop,58369,New York,NY
Eel Bar,https://resy.com/cities/new-york-ny/venues/eel-bar,82951,New York,NY
Egg Shop Nolita,https://resy.com/cities/new-york-ny/venues/the-egg-shop-pa,57493,New York,NY
Egg Shop Williamsburg,https://resy.com/cities/new-york-ny/venues/egg-shop-williamsburg-bk,50449,New York,NY
El Born,https://resy.com/cities/new-york-ny/venues/el-born,78432,New York,NY
El Coco,https://resy.com/cities/new-york-ny/venues/el-coco,59679,New York,NY
El Coco 9th Ave,https://resy.com/cities/new-york-ny/venues/el-coco-9th-ave,59705,New York,NY
El Coco UWS,https://resy.com/cities/new-york-ny/venues/el-coco-uws,64651,New York,NY
El Fish Marisquería,https://resy.com/cities/new-york-ny/venues/el-fish-67,68214,New York,NY
El Lugar Cantina,https://resy.com/cities/new-york-ny/venues/el-lugar-cantina,82243,New York,NY
El Parador Cafe,https://resy.com/cities/new-york-ny/venues/el-parador-cafe,6559,New York,NY
El Pingüino,https://resy.com/cities/new-york-ny/venues/el-pinguino,58513,New York,NY
El Quijote,https://resy.com/cities/new-york-ny/venues/el-quijote,58825,New York,NY
El Rio Grande,https://resy.com/cities/new-york-ny/venues/el-rio-grande,1740,New York,NY
El Ta'Koy,https://resy.com/cities/new-york-ny/venues/el-takoy,6021,New York,NY
El Vez NY,https://resy.com/cities/new-york-ny/venues/el-vez,8493,New York,NY
Eléa,https://resy.com/cities/new-york-ny/venues/elea,84647,New York,NY
Electric Lemon,https://resy.com/cities/new-york-ny/venues/electric-lemon,6769,New York,NY
Eleni's NYC Restaurant,https://resy.com/cities/new-york-ny/venues/elenis,9984,New York,NY
Elephant District,https://resy.com/cities/new-york-ny/venues/elephant-district,84748,New York,NY
Eleven Madison Park,https://resy.com/cities/new-york-ny/venues/eleven-madison-park,70928,New York,NY
Eli's Table,https://resy.com/cities/new-york-ny/venues/elis-table-fly,4539,New York,NY
Elia Restaurant - Brooklyn,https://resy.com/cities/new-york-ny/venues/elia-restaurant-brooklyn,2358,New York,NY
Ella Funt,https://resy.com/cities/new-york-ny/venues/ella-funt,65717,New York,NY
Ella Social,https://resy.com/cities/new-york-ny/venues/ella-social,59299,New York,NY
Elmo,https://resy.com/cities/new-york-ny/venues/elmo,55520,New York,NY
elNico Restaurant,https://resy.com/cities/new-york-ny/venues/elnico-restaurant,69006,New York,NY
Elsa,https://resy.com/cities/new-york-ny/venues/elsa,4624,New York,NY
Elysée's,https://resy.com/cities/new-york-ny/venues/Elysee,66645,New York,NY
Em Vietnamese Bistro,https://resy.com/cities/new-york-ny/venues/em-vietnamese-bistro,51471,New York,NY
Emily BK,https://resy.com/cities/new-york-ny/venues/emily,405,New York,NY
Emmett's,https://resy.com/cities/new-york-ny/venues/emmetts,3946,New York,NY
Emmett's on Grove,https://resy.com/cities/new-york-ny/venues/emmetts-on-grove,58219,New York,NY
Empellón,https://resy.com/cities/new-york-ny/venues/empellon,66437,New York,NY
Empellón Taqueria,https://resy.com/cities/new-york-ny/venues/empellon-taqueria,66436,New York,NY
Empellón Taqueria Waterline Square,https://resy.com/cities/new-york-ny/venues/empellon-taqueria-waterline-square,66424,New York,NY
Empire Diner NYC,https://resy.com/cities/new-york-ny/venues/empire-diner-nyc,52909,New York,NY
Employees Only,https://resy.com/cities/new-york-ny/venues/employees-only-nyc,35203,New York,NY
EN Japanese Brasserie,https://resy.com/cities/new-york-ny/venues/en-japanese-brasserie,72761,New York,NY
Endswell,https://resy.com/cities/new-york-ny/venues/endswell,6972,New York,NY
ENSENADA,https://resy.com/cities/new-york-ny/venues/ensenada,10380,New York,NY
Entwine,https://resy.com/cities/new-york-ny/venues/entwine,46778,New York,NY
Enzo Bruni Gourmet UES,https://resy.com/cities/new-york-ny/venues/enzo-bruni-gourmet-ues,83736,New York,NY
Epistrophy,https://resy.com/cities/new-york-ny/venues/epistrophy,3747,New York,NY
Ernesto’s,https://resy.com/cities/new-york-ny/venues/ernestos,6588,New York,NY
Esquire's Taste of Two Cities,https://resy.com/cities/new-york-ny/venues/esquires-taste-of-two-cities,8523,New York,NY
Essential by Christophe,https://resy.com/cities/new-york-ny/venues/essential-by-christophe,61140,New York,NY
Essex,https://resy.com/cities/new-york-ny/venues/essex,65390,New York,NY
Estancia 460,https://resy.com/cities/new-york-ny/venues/estancia-460,2594,New York,NY
Estela,https://resy.com/cities/new-york-ny/venues/estela,4288,New York,NY
Estiatorio Milos Hudson Yards,https://resy.com/cities/new-york-ny/venues/estiatorio-milos-hudson-yards,4970,New York,NY
Ethos,https://resy.com/cities/new-york-ny/venues/ethos,6392,New York,NY
Evalyn's Taphouse,https://resy.com/cities/new-york-ny/venues/evalyns-taphouse,67721,New York,NY
Evelina,https://resy.com/cities/new-york-ny/venues/evelina,1851,New York,NY
Everdene,https://resy.com/cities/new-york-ny/venues/everdene,67982,New York,NY
Everything's Jake,https://resy.com/cities/new-york-ny/venues/everythings-jake,69193,New York,NY
Excuse My French,https://resy.com/cities/new-york-ny/venues/excuse-my-french,55198,New York,NY
Experimental Cocktail Club,https://resy.com/cities/new-york-ny/venues/experimental-cocktail-club,81638,New York,NY
Eyval,https://resy.com/cities/new-york-ny/venues/eyval,59419,New York,NY
F&F Pizza Garden,https://resy.com/cities/new-york-ny/venues/fandf-pizzeria,77951,New York,NY
F&J Pine,https://resy.com/cities/new-york-ny/venues/f-and-j-pine,70899,New York,NY
Fairfax,https://resy.com/cities/new-york-ny/venues/fairfax,1689,New York,NY
Fairweather,https://resy.com/cities/new-york-ny/venues/fairweather,81955,New York,NY
Family Meal at Blue Hill,https://resy.com/cities/new-york-ny/venues/family-meal-at-blue-hill,73513,New York,NY
Fan Fried Rice Bar,https://resy.com/cities/new-york-ny/venues/fan-fried-rice-bar,65620,New York,NY
FancyFree,https://resy.com/cities/new-york-ny/venues/fancyfree,50369,New York,NY
Fandi Mata,https://resy.com/cities/new-york-ny/venues/fandi-mata,47399,New York,NY
Farina NYC,https://resy.com/cities/new-york-ny/venues/farina-nyc,73540,New York,NY
Farm to People Kitchen & Bar,https://resy.com/cities/new-york-ny/venues/farm-to-people-kitchen-and-bar,62568,New York,NY
Farra,https://resy.com/cities/new-york-ny/venues/farra,7481,New York,NY
Fasano Restaurant New York,https://resy.com/cities/new-york-ny/venues/fasano-restaurant-new-york,58119,New York,NY
Father’s Study,https://resy.com/cities/new-york-ny/venues/fathers-study,69267,New York,NY
Faun,https://resy.com/cities/new-york-ny/venues/faun,591,New York,NY
Fausto,https://resy.com/cities/new-york-ny/venues/fausto,1866,New York,NY
Feile,https://resy.com/cities/new-york-ny/venues/feile,51225,New York,NY
Felice 15 Gold,https://resy.com/cities/new-york-ny/venues/felice-15-gold-street,59610,New York,NY
Felice 56,https://resy.com/cities/new-york-ny/venues/felice-56,54594,New York,NY
Felice 64,https://resy.com/cities/new-york-ny/venues/felice-64,59619,New York,NY
Felice 83,https://resy.com/cities/new-york-ny/venues/felice-83,59609,New York,NY
Felice Columbus,https://resy.com/cities/new-york-ny/venues/felice-columbus,59614,New York,NY
Felice Montague,https://resy.com/cities/new-york-ny/venues/felice-montague,55738,New York,NY
Felice on Hudson,https://resy.com/cities/new-york-ny/venues/felice-hudson,59075,New York,NY
Felix Restaurant,https://resy.com/cities/new-york-ny/venues/felix-restaurant,8778,New York,NY
Ferdi,https://resy.com/cities/new-york-ny/venues/ferdi,60060,New York,NY
FERNS,https://resy.com/cities/new-york-ny/venues/ferns,2073,New York,NY
FESTIVÁL,https://resy.com/cities/new-york-ny/venues/festival,32003,New York,NY
Fiat Cafe,https://resy.com/cities/new-york-ny/venues/fiat-cafe,51814,New York,NY
Fig & Olive - Fifth Avenue,https://resy.com/cities/new-york-ny/venues/fig-and-olive-fifth-avenue,67887,New York,NY
Figaro NYC,https://resy.com/cities/new-york-ny/venues/figaro-nyc,60931,New York,NY
Figure 19,https://resy.com/cities/new-york-ny/venues/figure-19,51164,New York,NY
Figure Eight,https://resy.com/cities/new-york-ny/venues/figure-eight,75176,New York,NY
Fini Williamsburg,https://resy.com/cities/new-york-ny/venues/fini-williamsburg,78353,New York,NY
Fiore Di Mare,https://resy.com/cities/new-york-ny/venues/fiore-di-mare,75494,New York,NY
Fiorentini,https://resy.com/cities/new-york-ny/venues/fiorentini,51533,New York,NY
Fish Cheeks,https://resy.com/cities/new-york-ny/venues/fish-cheeks,693,New York,NY
Fito,https://resy.com/cities/new-york-ny/venues/fito,75547,New York,NY
Five Leaves,https://resy.com/cities/new-york-ny/venues/4966,4966,New York,NY
Flatiron Wines & Spirits,https://resy.com/cities/new-york-ny/venues/flatiron-wines-and-spirits,27175,New York,NY
Fleming by Le Bilboquet,https://resy.com/cities/new-york-ny/venues/fleming-by-le-bilboquet,8768,New York,NY
Flex Mussels - UES,https://resy.com/cities/new-york-ny/venues/flex-mussels-ues,3616,New York,NY
Flora NYC,https://resy.com/cities/new-york-ny/venues/flora-nyc,76556,New York,NY
FOB Brooklyn,https://resy.com/cities/new-york-ny/venues/fob-brooklyn,64116,New York,NY
Follia,https://resy.com/cities/new-york-ny/venues/la-follia,691,New York,NY
Food Bank For New York City at NARO,https://resy.com/cities/new-york-ny/venues/food-bank-for-new-york-city,76976,New York,NY
Forever Thai,https://resy.com/cities/new-york-ny/venues/forever-thai,82770,New York,NY
Forgione,https://resy.com/cities/new-york-ny/venues/marc-forgione,70599,New York,NY
Fornino BK Bridge Park,https://resy.com/cities/new-york-ny/venues/fornino-bk-bridge-park,69691,New York,NY
Fornino Greenpoint,https://resy.com/cities/new-york-ny/venues/fornino-greenpoint,69667,New York,NY
Forsythia,https://resy.com/cities/new-york-ny/venues/forsythia,27809,New York,NY
Fossetta,https://resy.com/cities/new-york-ny/venues/fossetta,73654,New York,NY
Foul Witch,https://resy.com/cities/new-york-ny/venues/foul-witch,67460,New York,NY
Four Twenty Five by Jean-Georges,https://resy.com/cities/new-york-ny/venues/four-twenty-five,74580,New York,NY
Foxface Natural,https://resy.com/cities/new-york-ny/venues/foxface-natural,71434,New York,NY
Foxy Johns Bar & Kitchen,https://resy.com/cities/new-york-ny/venues/foxy-johns-bar-and-kitchen,7505,New York,NY
FRADEI,https://resy.com/cities/new-york-ny/venues/fradei,49753,New York,NY
Fragole Ristorante,https://resy.com/cities/new-york-ny/venues/fragole-ristorante,53093,New York,NY
Franchia Vegan Cafe,https://resy.com/cities/new-york-ny/venues/franchia,65282,New York,NY
Francie,https://resy.com/cities/new-york-ny/venues/francie,17392,New York,NY
Frank,https://resy.com/cities/new-york-ny/venues/frank,10411,New York,NY
Frankie's Restaurant Arthur Avenue,https://resy.com/cities/new-york-ny/venues/frankies-restaurant-arthur-avenue,81479,New York,NY
Frankies 457 Spuntino,https://resy.com/cities/new-york-ny/venues/frankies-spuntino,650,New York,NY
Freemans,https://resy.com/cities/new-york-ny/venues/freemans,223,New York,NY
Frena,https://resy.com/cities/new-york-ny/venues/frena,80050,New York,NY
French Louie,https://resy.com/cities/new-york-ny/venues/french-louie,2018,New York,NY
French Roast,https://resy.com/cities/new-york-ny/venues/french-roast,60366,New York,NY
Frenchette,https://resy.com/cities/new-york-ny/venues/frenchette,1946,New York,NY
Frenchette Bakery at The Whitney,https://resy.com/cities/new-york-ny/venues/frenchette-bakery-at-the-whitney,76462,New York,NY
Fresco by Scotto,https://resy.com/cities/new-york-ny/venues/fresco-by-scotto,51238,New York,NY
Friedman's,https://resy.com/cities/new-york-ny/venues/friedmans,59093,New York,NY
Friedmans Edison Hotel,https://resy.com/cities/new-york-ny/venues/friedmans-edison-hotel,53774,New York,NY
Friend of a Farmer Gramercy,https://resy.com/cities/new-york-ny/venues/friend-of-a-farmer-gramercy,6570,New York,NY
Friend of a Farmer UWS,https://resy.com/cities/new-york-ny/venues/friend-of-a-farmer-uws,72399,New York,NY
Fritz Cocktail Bar,https://resy.com/cities/new-york-ny/venues/fritz-cocktail-bar,57175,New York,NY
Frog Club,https://resy.com/cities/new-york-ny/venues/frog-club,60554,New York,NY
Frying Pan NYC,https://resy.com/cities/new-york-ny/venues/frying-pan-nyc,84664,New York,NY
